year,title,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15
2014,"Electrotonic Length, Formulas and Estimates.",William R. Holmes,,,,,,,,,,,,,,
2014,Olfactory Cortical Associative Memory Models.,Licurgo de Almeida,,,,,,,,,,,,,,
2014,Speed-Accuracy Trade-Off.,Rafal Bogacz,,,,,,,,,,,,,,
2014,ModelDB.,Robert A. McDougal,Rixin Wang,Thomas M. Morse,Michele Migliore,Luis N. Marenco,Ted Carnevale,Michael L. Hines,Gordon M. Shepherd,,,,,,,
2014,"Reward-Based Learning, Model-Based and Model-Free.",Quentin J. M. Huys,Anthony Cruickshank,Peggy Seriès,,,,,,,,,,,,
2014,Coexistence of Bursting Regimes.,Robert J. Butera,,,,,,,,,,,,,,
2014,Balanced State.,Lars Schwabe,,,,,,,,,,,,,,
2014,"Time Constant, τ, in Neuronal Signaling.",William R. Holmes,,,,,,,,,,,,,,
2014,"GENESIS, The GEneral NEural SImulation System.",James M. Bower,Hugo Cornelis,David Beeman,,,,,,,,,,,,
2014,Visual Hallucinations and Migraine Auras.,Jack D. Cowan,,,,,,,,,,,,,,
2014,Software Tools for Modelling in Computational Neuroscience: Overview.,Padraig Gleeson,,,,,,,,,,,,,,
2014,"Cortical Columns, Models of.",Sean L. Hill,,,,,,,,,,,,,,
2014,Control of Aquatic and Terrestrial Gaits in Salamander.,Auke Jan Ijspeert,Jean-Marie Cabelguen,,,,,,,,,,,,,
2014,Slow Oscillations and Epilepsy: Network Models.,Alain Destexhe,,,,,,,,,,,,,,
2014,Numerical Integration Methods.,Michael L. Hines,Ted Carnevale,,,,,,,,,,,,,
2014,Methodologies for the Restoration of Bladder and Bowel Functions.,Meredith McGee,Warren M. Grill 0001,,,,,,,,,,,,,
2014,Auditory Processing in Insects.,R. Matthias Hennig,Bernhard Ronacher,,,,,,,,,,,,,
2014,The TREES Toolbox - Code for Neuronal Branching.,Hermann Cuntz,,,,,,,,,,,,,,
2014,Joint Peri Stimulus Time Histogram (JPSTH).,George L. Gerstein,,,,,,,,,,,,,,
2014,"Coordinate Transformations, Role of Spinal Cord in.",Yifat Prut,,,,,,,,,,,,,,
2014,Delta Rhythms: Models and Physiology.,Roger D. Traub,Miles A. Whittington,,,,,,,,,,,,,
2014,Neural Population Model.,David T. J. Liley,,,,,,,,,,,,,,
2014,"Modeling of Disease: Molecular Level, Overview.",William W. Lytton,,,,,,,,,,,,,,
2014,Software for Neuroimaging Data Analysis.,Jean-Baptiste Poline,David N. Kennedy,,,,,,,,,,,,,
2014,Decision Making: Overview.,Emilio Salinas,,,,,,,,,,,,,,
2014,Auditory Evoked Brainstem Responses.,Carles Escera,Heike Althen,Sabine Grimm,,,,,,,,,,,,
2014,Neuronal Model Reduction.,Richard Naud,,,,,,,,,,,,,,
2014,LFP Analysis: Overview.,Alain Destexhe,Joshua A. Goldberg,,,,,,,,,,,,,
2014,"Human Balancing Tasks: Power Laws, Intermittency, and Lévy Flights.",Juan Luis Cabrera,Felix Patzelt,,,,,,,,,,,,,
2014,"Phase Response Curve, Topology of.",Robert J. Butera,Sharon E. Norman,,,,,,,,,,,,,
2014,Computational Analysis of Rodent Spinal CPG.,William Erik Sherwood,,,,,,,,,,,,,,
2014,Modeling of Bimolecular Reactions.,Stuart Edelstein,,,,,,,,,,,,,,
2014,Hopfield Network.,Joaquín J. Torres,,,,,,,,,,,,,,
2014,Hodgkin-Huxley Model.,David Beeman,,,,,,,,,,,,,,
2014,"Neuromorphic Sensors, Vision.",Bernabé Linares-Barranco,Teresa Serrano-Gotarredona,,,,,,,,,,,,,
2014,Bursting in Neurons and Small Networks.,David M. Fox,Horacio G. Rotstein,Farzan Nadim,,,,,,,,,,,,
2014,"Peripheral Nerve Interface Applications, Sensory Restoration.",Lee E. Fisher,Douglas J. Weber,,,,,,,,,,,,,
2014,"Protein Kinase C, Models of.",Kim T. Blackwell,,,,,,,,,,,,,,
2014,"Retinal Waves, Models of.",Matthias H. Hennig,,,,,,,,,,,,,,
2014,Neuromodulation in Small Networks.,Alex H. Williams,Albert W. Hamood,Eve Marder,,,,,,,,,,,,
2014,Modeling Ion Concentrations.,Namrata Mohapatra,Horace T. Deans,Fidel Santamaría,Peter Jedlicka,,,,,,,,,,,
2014,Hippocampal Memory Prosthesis.,Dong Song,Theodore W. Berger,,,,,,,,,,,,,
2014,Model Reproducibility: Overview.,Sharon M. Crook,,,,,,,,,,,,,,
2014,"Sound Localization in Mammals, Models.",Jonas Braasch,,,,,,,,,,,,,,
2014,"Peripheral Nerves, Anatomy and Physiology of.",Mario I. Romero-Ortega,,,,,,,,,,,,,,
2014,BioModels Database: a public repository for sharing models of biological processes.,Vijayalakshmi Chelliah,Nick S. Juty,Camille Laibe,Henning Hermjakob,Nicolas Le Novère,,,,,,,,,,
2014,Cercal System.,Hiroto Ogawa,John P. Miller 0001,,,,,,,,,,,,,
2014,"Reconstruction, Techniques, and Validation.",David Mayerich,Yoonsuck Choe,John Keyser,,,,,,,,,,,,
2014,Action Potential Backpropagation.,Sonia Gasparini,Michele Migliore,,,,,,,,,,,,,
2014,"Gamma and Theta Oscillations, Hippocampus: Overview.",Frances K. Skinner,,,,,,,,,,,,,,
2014,"N -Methyl- d -Aspartate (NMDA) Receptors, Conductance Models.",Patrick Roberts,,,,,,,,,,,,,,
2014,Local Field Potential and Movement Disorders.,Annaelle Devergnas,Thomas Wichmann,,,,,,,,,,,,,
2014,Neuronal Model Hand-Tuning.,Victoria Booth,,,,,,,,,,,,,,
2014,Local Field Potential in the Visual System.,Gregor Rainer,,,,,,,,,,,,,,
2014,Systems Biology Markup Language (SBML).,Michael Hucka,,,,,,,,,,,,,,
2014,Mesoscopic Anatomy and Neural Population Models.,David T. J. Liley,,,,,,,,,,,,,,
2014,Mixed-Mode Oscillations in Single Neurons.,Horacio G. Rotstein,,,,,,,,,,,,,,
2014,CellML.,Randall D. Britten,,,,,,,,,,,,,,
2014,Slow Oscillations: Models.,Albert Compte,,,,,,,,,,,,,,
2014,Basal Ganglia: Beta Oscillations.,Rafal Bogacz,,,,,,,,,,,,,,
2014,Target Selection vs. Response Selection.,Robert McPeek,,,,,,,,,,,,,,
2014,Spatial Temporal Spike Pattern Analysis.,Moshe Abeles,,,,,,,,,,,,,,
2014,Compartmental Models of Spinal Motoneurons.,Randy Powers,,,,,,,,,,,,,,
2014,"Peripheral Nerve Interface, Epineural Electrode.",Lee E. Fisher,,,,,,,,,,,,,,
2014,"Pitch Perception, Models.",Jan W. H. Schnupp,,,,,,,,,,,,,,
2014,Control of Locomotion and Scratching in Turtles.,Ari Berkowitz,,,,,,,,,,,,,,
2014,"Space (Length) Constant, Lambda, in Neuronal Signaling.",William R. Holmes,,,,,,,,,,,,,,
2014,"Stereo Vision, Models of.",Jenny C. A. Read,,,,,,,,,,,,,,
2014,Locomotor Pattern Generation in the Rodent Spinal Cord.,Ronald M. Harris-Warrick,,,,,,,,,,,,,,
2014,Computational Models of Neural Retina.,Socrates Dokos,,,,,,,,,,,,,,
2014,Music Processing in the Brain.,Stefan Kölsch,,,,,,,,,,,,,,
2014,Optogenetics.,Jessica A. Cardin,,,,,,,,,,,,,,
2014,"Visual Aftereffects, Models of.",James A. Bednar,,,,,,,,,,,,,,
2014,Master Stability Function for Globally Synchronized Systems.,Louis M. Pecora,Thomas L. Carroll,,,,,,,,,,,,,
2014,Determining Network Structure from Data: Nonlinear Modeling Methods.,Bjoern Schelter,Marco Thiel,,,,,,,,,,,,,
2014,Metric Space Analysis of Neural Information Flow.,Conor J. Houghton,,,,,,,,,,,,,,
2014,Recurrent Brain-Computer Interfaces.,Andrew Jackson,,,,,,,,,,,,,,
2014,Computation with Population Codes.,Edward Paxon Frady,William B. Kristan Jr.,,,,,,,,,,,,,
2014,Spinal and Neuromechanical Integration: Overview.,Matthew C. Tresch,Devin L. Jindrich,,,,,,,,,,,,,
2014,Wilson-Cowan Model.,Zachary P. Kilpatrick,,,,,,,,,,,,,,
2014,Polypeptide and Protein Modeling for Drug Design.,Megan L. O'Mara,Evelyne Deplazes,,,,,,,,,,,,,
2014,Phase Response Curves: Overview.,Carmen C. Canavier,,,,,,,,,,,,,,
2014,Pulse-Resonance Sounds.,Roy D. Patterson,,,,,,,,,,,,,,
2014,"Hippocampal Theta, Gamma, and Theta/Gamma Network Models.",Katie A. Ferguson,Frances K. Skinner,,,,,,,,,,,,,
2014,Models of Fly Lobula Plate Tangential Cells (LPTCs).,Hermann Cuntz,,,,,,,,,,,,,,
2014,Neuropathologies and Networks.,Marcus Kaiser,,,,,,,,,,,,,,
2014,"Vestibular, Canal Testing: The Head Impulse Test.",Swee T. Aw,,,,,,,,,,,,,,
2014,Multistability in Seizure Dynamics.,Maxim Bazhenov,Giri P. Krishnan,,,,,,,,,,,,,
2014,Neuromorphic Cognition.,Giacomo Indiveri,Rodney J. Douglas,,,,,,,,,,,,,
2014,Evolutionary Algorithms.,Shaul Druckmann,,,,,,,,,,,,,,
2014,Databases and Data Repositories in Computational Neuroscience: Overview.,Richard C. Gerkin,Shreejoy J. Tripathy,Sharon M. Crook,Jeanette Kotaleski,,,,,,,,,,,
2014,Topographica.,James A. Bednar,,,,,,,,,,,,,,
2014,Peripheral Nerve Interface Applications: Vagal Nerve Stimulation.,Matthew Ward,,,,,,,,,,,,,,
2014,"Cognition, Bayesian Models of.",Adam N. Sanborn,,,,,,,,,,,,,,
2014,Long Term Depression in the Granule Cell-Purkinje Cell Synapse.,Keiko Tanaka-Yamamoto,,,,,,,,,,,,,,
2014,"Spike-Timing-Dependent Plasticity, Learning Rules.",Walter Senn,Jean-Pascal Pfister,,,,,,,,,,,,,
2014,Unitary Event Analysis.,Sonja Grün,,,,,,,,,,,,,,
2014,Motoneurons and Neuromuscular Systems: Overview.,Sharmila Venugopal,,,,,,,,,,,,,,
2014,Postinhibitory Rebound and Facilitation.,Ramana Dodla,,,,,,,,,,,,,,
2014,Large-Scale Neural Networks: Vision.,Hugh R. Wilson,,,,,,,,,,,,,,
2014,Perceptron Learning.,Joaquín J. Torres,,,,,,,,,,,,,,
2014,"AMPA Glutamate Receptor (AMPA Receptor), Conductance Models.",Patrick Roberts,,,,,,,,,,,,,,
2014,Cortical Maps: Activity-Dependent Development.,Nicholas V. Swindale,,,,,,,,,,,,,,
2014,Basal Ganglia: Songbird Models.,Arthur Leblois,Ran Darshan,,,,,,,,,,,,,
2014,Goldman-Hodgkin-Katz Equations.,David C. Sterratt,,,,,,,,,,,,,,
2014,Subthreshold Amplitude and Phase Resonance in Single Cells.,Horacio G. Rotstein,,,,,,,,,,,,,,
2014,SenseLab: Integration of Multidisciplinary Neuroscience Data.,Gordon M. Shepherd,Thomas M. Morse,Luis N. Marenco,Kei-Hoi Cheung,Ted Carnevale,Michele Migliore,Robert A. McDougal,Michael L. Hines,Perry L. Miller,,,,,,
2014,Synaptic Dynamics: Overview.,Patrick D. Roberts,,,,,,,,,,,,,,
2014,"Peripheral Nerve Signal Processing, Source Localization.",Brian Wodlinger,,,,,,,,,,,,,,
2014,Morphoelectrotonic Transform.,William R. Holmes,,,,,,,,,,,,,,
2014,Olfaction: Overview.,Christiane Linster,,,,,,,,,,,,,,
2014,Generalized Linear Models for Point Process Analyses of Neural Spiking Activity.,Zhe Chen 0001,Emery N. Brown,,,,,,,,,,,,,
2014,Proprioceptor Models.,Arthur Prochazka,,,,,,,,,,,,,,
2014,Kinetic Models of Postsynaptic Currents.,Alain Destexhe,,,,,,,,,,,,,,
2014,Hierarchical Models of the Visual System.,Thomas Serre,,,,,,,,,,,,,,
2014,Gating Current.,David C. Sterratt,,,,,,,,,,,,,,
2014,Open Source Brain.,Padraig Gleeson,Angus Silver,Matteo Cantarelli,,,,,,,,,,,,
2014,Anti-Hebbian Learning.,Yoonsuck Choe,,,,,,,,,,,,,,
2014,"Neuromorphic Technologies, Memristors.",Sylvain Saïghi,,,,,,,,,,,,,,
2014,Brian Spiking Neural Network Simulator.,Dan F. M. Goodman,Romain Brette,,,,,,,,,,,,,
2014,Neuronal Parameter Space Visualization.,Michael Schmuker,,,,,,,,,,,,,,
2014,"Anesthesia, Neural Population Models of.",D. Alistair Steyn-Ross,Moira L. Steyn-Ross,Jamie W. Sleigh,,,,,,,,,,,,
2014,Information Measures of Redundancy and Synergy in Neural Activity.,Michael C. Gastpar,,,,,,,,,,,,,,
2014,PyNN: A Python API for Neural Network Modeling.,Andrew P. Davison,,,,,,,,,,,,,,
2014,"Color Vision, Computational Methods for.",C. Alejandro Párraga,,,,,,,,,,,,,,
2014,PSICS: The Parallel Stochastic Ion Channel Simulator.,Robert Cannon,,,,,,,,,,,,,,
2014,Multistability in Perception Dynamics.,Gemma Huguet,John Rinzel,,,,,,,,,,,,,
2014,Nernst Equation.,David C. Sterratt,,,,,,,,,,,,,,
2014,Perceptual-Motor Dissociation.,Andrei Gorea,,,,,,,,,,,,,,
2014,Neural Coding of Speech Sounds.,Michael P. Kilgard,,,,,,,,,,,,,,
2014,"Collision Avoidance Models, Visually Guided.",Damián E. Oliva,,,,,,,,,,,,,,
2014,"Attentional Top-Down Modulation, Models of.",Philipp Schwedhelm,Stefan Treue,,,,,,,,,,,,,
2014,Spindle Oscillations: Models.,Alain Destexhe,,,,,,,,,,,,,,
2014,Flicker-Induced Phosphenes.,G. Bard Ermentrout,Vincent A. Billock,,,,,,,,,,,,,
2014,Bayesian Approaches in Computational Neuroscience: Overview.,Ulrik R. Beierholm,,,,,,,,,,,,,,
2014,"Prosthetic Vision, Assessment.",Lauren N. Ayton,,,,,,,,,,,,,,
2014,Slow Feature Analysis.,Laurenz Wiskott,,,,,,,,,,,,,,
2014,"Hippocampal Oscillations, Mechanisms (PING, ING, Sparse).",Marije ter Wal,Paul H. E. Tiesinga,,,,,,,,,,,,,
2014,Neuromodulation: Overview.,Christiane Linster,,,,,,,,,,,,,,
2014,Coordination Dynamics.,Gregor Schöner,Eva Nowak,,,,,,,,,,,,,
2014,"Oculomotor Control, Models of.",Adonis K. Moschovakis,,,,,,,,,,,,,,
2014,Brainstem Processing: Overview.,Robert J. Butera,Kendall Morris,,,,,,,,,,,,,
2014,Categorical Decisions.,Paul Masset,Ádám Kepecs,,,,,,,,,,,,,
2014,Corticothalamic Feedback: Large-Scale Synchrony.,Alain Destexhe,,,,,,,,,,,,,,
2014,Local Field Potential in Olfaction.,Leslie M. Kay,,,,,,,,,,,,,,
2014,"Peripheral Nerve Interface, Regenerative.",Mario I. Romero-Ortega,,,,,,,,,,,,,,
2014,Rhythm Generation in Embryonic Chick Spinal Cord.,Joël Tabak,Peter Wenner,Michael J. O'Donovan,,,,,,,,,,,,
2014,Phase-Locking Methods.,J. Matias Palva,,,,,,,,,,,,,,
2014,Visual Processing in Free Flight.,Martin Egelhaaf,,,,,,,,,,,,,,
2014,Algorithmic Reconstruction of Motoneuron Morphology.,Joseph Graham,,,,,,,,,,,,,,
2014,Statistical Analysis of Neuroimaging Data.,Tohru Ozaki,,,,,,,,,,,,,,
2014,Computational Psychiatry.,Quentin J. M. Huys,,,,,,,,,,,,,,
2014,Gravity Analysis of Parallel Spike Trains.,George L. Gerstein,,,,,,,,,,,,,,
2014,STEPS: STochastic Engine for Pathway Simulation.,Iain Hepburn,,,,,,,,,,,,,,
2014,Braided Electrodes.,Simon F. Giszter,Taegyo Kim,Almut Branner,,,,,,,,,,,,
2014,Neural Mass Action.,Robert Kozma 0001,,,,,,,,,,,,,,
2014,Neuronal Avalanches.,Woodrow Shew,,,,,,,,,,,,,,
2014,"Decision Making, Motor Planning.",Terrence R. Stanford,,,,,,,,,,,,,,
2014,Cutaneous Mechanoreceptive Afferents: Neural Coding of Texture.,Justin Lieber,,,,,,,,,,,,,,
2014,Cortex: Overview.,Lars Schwabe,,,,,,,,,,,,,,
2014,Down Under Neural Population Models.,David T. J. Liley,,,,,,,,,,,,,,
2014,"Integrate and Fire Models, Deterministic.",Nicolas Fourcaud-Trocmé,,,,,,,,,,,,,,
2014,Theta-Neuron Model.,Boris S. Gutkin,,,,,,,,,,,,,,
2014,Network Theory in Neuroscience.,David Papo,Javier M. Buldú,Stefano Boccaletti,,,,,,,,,,,,
2014,Morris-Lecar Model.,Alla Borisyuk,,,,,,,,,,,,,,
2014,Electrophysiological Indices of Speech Processing.,Sonja A. Kotz,,,,,,,,,,,,,,
2014,Context-Dependent Processing in Auditory Cortex.,Israel Nelken,,,,,,,,,,,,,,
2014,Stimulus Reconstruction from Cortical Responses.,Nima Mesgarani,,,,,,,,,,,,,,
2014,"Peripheral Nerve Interface Applications, Cochlear Implants.",Robert V. Shannon,,,,,,,,,,,,,,
2014,Auditory Sensing Systems: Overview.,Susan L. Denham,,,,,,,,,,,,,,
2014,Globus Pallidus Cellular Models.,Dieter Jaeger,,,,,,,,,,,,,,
2014,Computational Olfaction.,Christiane Linster,,,,,,,,,,,,,,
2014,Olfactory Computation and Adult Neurogenesis.,Hermann Riecke,,,,,,,,,,,,,,
2014,Brain Imaging: Overview.,Jorge J. Riera,,,,,,,,,,,,,,
2014,Calcium Waves.,Mohsin Saleet Jafri,Aman Ullah,,,,,,,,,,,,,
2014,Brain Machine Interface and Neuroimaging.,Mitsuo Kawato,,,,,,,,,,,,,,
2014,Polarization Vision.,Stanley Heinze,,,,,,,,,,,,,,
2014,Neuromechanics of Postural Control.,Lena H. Ting,Jessica L. Allen,,,,,,,,,,,,,
2014,Neuropercolation and Neural Population Models.,Robert Kozma 0001,,,,,,,,,,,,,,
2014,"Local Field Potential, Synchrony of.",Ariana Frederick,Jonathan Bourget-Murray,Richard Courtemanche,,,,,,,,,,,,
2014,"Chaos, Neural Population Models and.",Thomas R. Knösche,,,,,,,,,,,,,,
2014,Multistability of Coupled Neuronal Oscillators.,Sorinel Adrian Oprisan,,,,,,,,,,,,,,
2014,"Reconstruction, Electron Microscopy.",Huei-Fang Yang,,,,,,,,,,,,,,
2014,Vertebrate Pattern Generation: Overview.,Ilya Rybak,,,,,,,,,,,,,,
2014,"Excitability: Types I, II, and III.",Steven A. Prescott,,,,,,,,,,,,,,
2014,Slow Oscillations: Physiology.,Maria Victoria Sanchez-Vives,,,,,,,,,,,,,,
2014,Thermodynamic Models of Ion Channels.,Alain Destexhe,,,,,,,,,,,,,,
2014,Noninvasive Brain-Computer Interfaces.,Brendan Z. Allison,Dean J. Krusienski,,,,,,,,,,,,,
2014,"Visual Prosthesis, Subretinal Devices.",Eberhart Zrenner,,,,,,,,,,,,,,
2014,"Stimulus-Specific Adaptation, Models.",Robert Mill,,,,,,,,,,,,,,
2014,Failure of Averaging.,Mark S. Goldman,,,,,,,,,,,,,,
2014,Nomenclature of Ion Channels (IUPHAR Scheme).,David C. Sterratt,,,,,,,,,,,,,,
2014,Wireless Microstimulators.,David S. Freedman,Mesut Sahin,Bruce C. Towe,,,,,,,,,,,,
2014,Somatosensory Cortex: Neural Coding of Shape.,Jeffrey M. Yau,,,,,,,,,,,,,,
2014,Paraspinal Magnetic and Transcutaneous Electrical Stimulation.,Ursula S. Hofstoetter,Simon M. Danner,Karen Minassian,,,,,,,,,,,,
2014,"Ionotropic Receptors Dynamics, Conductance Models.",Matthias H. Hennig,,,,,,,,,,,,,,
2014,Human Connectome Project.,Jennifer Stine Elam,David C. Van Essen,,,,,,,,,,,,,
2014,Fokker-Planck Equation.,Nicolas Brunel,Vincent Hakim,,,,,,,,,,,,,
2014,Stimulus-Specific Information.,Michael Wehr,,,,,,,,,,,,,,
2014,Epilepsy: Computational Models.,Stephan van Gils,Wim van Drongelen,,,,,,,,,,,,,
2014,Local Field Potential Interaction with the Extracellular Medium.,Claude Bédard,Alain Destexhe,,,,,,,,,,,,,
2014,Calcium Buffering: Models of Ca 2+ Dynamics and Steady-State Approximations.,Hartmut Schmidt,,,,,,,,,,,,,,
2014,Acoustic Timbre Recognition.,Daniel Pressnitzer,Trevor R. Agus,Clara Suied,,,,,,,,,,,,
2014,Computational Modeling of Olfactory Behavior.,Christiane Linster,Thomas A. Cleland,,,,,,,,,,,,,
2014,"Calcium Pumps, Models of.",Kim T. Blackwell,,,,,,,,,,,,,,
2014,Deterministic Reaction-Diffusion Simulators.,William W. Lytton,Robert A. McDougal,,,,,,,,,,,,,
2014,"Neuromorphic Sensors, Olfaction.",Elisabetta Chicca,Michael Schmuker,Martin P. Nawrot,,,,,,,,,,,,
2014,MCell.,Thomas M. Bartol,Markus Dittrich,James R. Faeder,,,,,,,,,,,,
2014,Neural Coding.,J. Barry Richmond,,,,,,,,,,,,,,
2014,Self-Organizing Maps.,Nicholas V. Swindale,,,,,,,,,,,,,,
2014,Nitric Oxide Neuromodulation.,Michael O'Shea,Phil Husbands,Andrew Philippides,,,,,,,,,,,,
2014,Cardiac Excitable Tissue Pathology (Ischemia).,Byron N. Roberts,Colleen E. Clancy,,,,,,,,,,,,,
2014,"Gamma Rhythm, Neural Population Models of the.",Ingo Bojak,,,,,,,,,,,,,,
2014,Automated Parameter Search in Small Network Central Pattern Generators.,Tomasz G. Smolinski,,,,,,,,,,,,,,
2014,"Visual Prosthesis, Cortical Devices.",Eduardo Fernández 0001,,,,,,,,,,,,,,
2014,NDVis-Neuro.,John T. Langton,,,,,,,,,,,,,,
2014,Neuroscience Information Framework (NIF).,Maryann E. Martone,Anita E. Bandrowski,,,,,,,,,,,,,
2014,"Mechanotransduction, Models.",Sung Soo Kim,,,,,,,,,,,,,,
2014,PhysioNet.,George B. Moody,,,,,,,,,,,,,,
2014,FitzHugh-Nagumo Model.,William Erik Sherwood,,,,,,,,,,,,,,
2014,Auditory Perceptual Organization.,Susan L. Denham,István Winkler,,,,,,,,,,,,,
2014,"Visual Illusions, Models of.",Frederick A. A. Kingdom,,,,,,,,,,,,,,
2005,Substitutions and permutations.,Friedrich L. Bauer,,,,,,,,,,,,,,
2011,Vernam Cipher.,Friedrich L. Bauer,,,,,,,,,,,,,,
2011,Quadratic Residuosity Problem.,Burt Kaliski,,,,,,,,,,,,,,
2005,Chaffing and Winnowing.,Gerrit Bleumer,,,,,,,,,,,,,,
2005,Penetration Testing.,Tom Caddy,,,,,,,,,,,,,,
2011,Content-Based and View-Based Access Control.,Arnon Rosenthal,Edward Sciore,,,,,,,,,,,,,
2011,Credentials.,Gerrit Bleumer,,,,,,,,,,,,,,
2011,Access Matrix.,Sabrina De Capitani di Vimercati,,,,,,,,,,,,,,
2011,EMV.,Michael Ward,Anita Ochieano,,,,,,,,,,,,,
2005,Forgery.,Gerrit Bleumer,,,,,,,,,,,,,,
2011,SSH.,Marijke De Soete,,,,,,,,,,,,,,
2011,Interactive Argument.,Berry Schoenmakers,,,,,,,,,,,,,,
2011,Memory and State Exhaustion Denial of Service.,XiaoFeng Wang 0001,,,,,,,,,,,,,,
2011,Response.,Carlisle Adams,,,,,,,,,,,,,,
2005,Maxims.,Friedrich L. Bauer,,,,,,,,,,,,,,
2005,Triple-DES.,Christophe De Cannière,,,,,,,,,,,,,,
2005,Number Field Sieve.,Paul C. Leyland,,,,,,,,,,,,,,
2011,Sealed Storage.,Paul England,,,,,,,,,,,,,,
2011,Berlekamp-Massey Algorithm.,Anne Canteaut,,,,,,,,,,,,,,
2005,Ntru.,William Whyte,,,,,,,,,,,,,,
2011,Formal Analysis of Security APIs.,Graham Steel,,,,,,,,,,,,,,
2011,Hyperelliptic Curves.,Roberto Avanzi,Nicolas Thériault,,,,,,,,,,,,,
2005,Polynomial Time.,Burton S. Kaliski Jr.,,,,,,,,,,,,,,
2011,Secure Time Synchronization.,Kun Sun 0001,Peng Ning,,,,,,,,,,,,,
2011,Signcryption.,Yevgeniy Dodis,,,,,,,,,,,,,,
2005,RSA Digital Signature Scheme.,Burton S. Kaliski Jr.,,,,,,,,,,,,,,
2011,Physical Security.,François-Xavier Standaert,Jean-Jacques Quisquater,,,,,,,,,,,,,
2005,Oblivious Transfer.,Berry Schoenmakers,,,,,,,,,,,,,,
2011,Conceptual Design of Secure Databases.,Günther Pernul,Moritz Riesner,,,,,,,,,,,,,
2011,Needham-Schroeder Protocols.,Mike Just,,,,,,,,,,,,,,
2011,Credential-Based Access Control.,Adam J. Lee,,,,,,,,,,,,,,
2011,Temperature Attack.,David Naccache,,,,,,,,,,,,,,
2005,Privacy.,Carlisle Adams,,,,,,,,,,,,,,
2005,Resynchronization Attack.,Alex Biryukov,,,,,,,,,,,,,,
2011,Security of Cognitive Radios.,"Jung-Min ""Jerry"" Park",Kaigui Bian,,,,,,,,,,,,,
2011,FPGAs in Cryptography.,Tim Güneysu,,,,,,,,,,,,,,
2011,SYN Flood Attack.,Wesley M. Eddy,,,,,,,,,,,,,,
2005,"Trojan Horses, Computer Viruses and Worms.",Yvo Desmedt,,,,,,,,,,,,,,
2011,Multi-Threaded Implementation for Cryptography and Cryptanalysis.,Chen-Mou Cheng,,,,,,,,,,,,,,
2011,Generic Model.,David Naccache,,,,,,,,,,,,,,
2011,O-Notation.,Burt Kaliski,,,,,,,,,,,,,,
2011,Database Encryption.,Luc Bouganim,Yanli Guo,,,,,,,,,,,,,
2011,Shamir's Threshold Scheme.,G. R. Blakley,Gregory A. Kabatiansky,,,,,,,,,,,,,
2011,Vascular Patterns.,Kar-Ann Toh,Andrew Beng Jin Teoh,,,,,,,,,,,,,
2005,Feistel Cipher.,Alex Biryukov,,,,,,,,,,,,,,
2011,Dictionary Attack.,Carlisle Adams,,,,,,,,,,,,,,
2005,Blum Integer.,Burton S. Kaliski Jr.,,,,,,,,,,,,,,
2011,NFC.,Marc Vauclair,,,,,,,,,,,,,,
2011,Practical E-Cash.,Jon Callas,Daniel Nagy,Akira Otsuka,,,,,,,,,,,,
2011,Cube Attack.,Marion Videau,,,,,,,,,,,,,,
2005,Contract Signing.,Matthias Schunter,,,,,,,,,,,,,,
2011,FIPS 140-2.,Tom Caddy,,,,,,,,,,,,,,
2011,Biometrics for Identity Management and Fields of Application.,Elisabeth de Leeuw,,,,,,,,,,,,,,
2005,Digital Signature Standard.,Dan Boneh,,,,,,,,,,,,,,
2011,ISMS: A Management Framework for Information Security.,Angelika Plate,,,,,,,,,,,,,,
2005,MIPS-Year.,Burton S. Kaliski Jr.,,,,,,,,,,,,,,
2005,Field Polynomial.,Burton S. Kaliski Jr.,,,,,,,,,,,,,,
2011,Key Agreement.,Mike Just,,,,,,,,,,,,,,
2011,PKCS.,Peter Landrock,Danny De Cock,,,,,,,,,,,,,
2011,GOST.,Christophe De Cannière,,,,,,,,,,,,,,
2011,Two-Factor Authentication.,Marijke De Soete,,,,,,,,,,,,,,
2005,Authorization Policy.,Carlisle Adams,,,,,,,,,,,,,,
2011,CMAC.,Bart Preneel,,,,,,,,,,,,,,
2011,Chinese Remainder Theorem.,Henk C. A. van Tilborg,,,,,,,,,,,,,,
2011,TSS.,David Challener,,,,,,,,,,,,,,
2011,Multiplicative Knapsack Cryptosystem.,David Naccache,,,,,,,,,,,,,,
2011,Insider Threat Defense.,Salvatore J. Stolfo,Brian M. Bowen,Malek Ben Salem 0001,,,,,,,,,,,,
2011,Ring.,Burt Kaliski,,,,,,,,,,,,,,
2011,Privileges in SQL.,Sabrina De Capitani di Vimercati,Giovanni Livraga,,,,,,,,,,,,,
2011,Decisional Diffie-Hellman Problem.,Ran Canetti,Mayank Varia,,,,,,,,,,,,,
2011,Spam Detection Using Network-Level Characteristics.,Brent ByungHoon Kang,Gautam Singaraju,,,,,,,,,,,,,
2005,Perfect Forward Secrecy.,Hugo Krawczyk,,,,,,,,,,,,,,
2011,Mix Networks.,Matthew K. Franklin,,,,,,,,,,,,,,
2005,Impersonation Attack.,Carlisle Adams,,,,,,,,,,,,,,
2011,RIPEMD Family.,Antoon Bosselaers,,,,,,,,,,,,,,
