year,title,author1,citation
2014,Multi-scale Modeling of Purkinje Cells.,Fidel Santamaría,2014Multi-scale Modeling of Purkinje Cells.Fidel Santamaría
2014,Radiopharmaceuticals in Molecular Imaging.,Shankar Vallabhajosula,2014Radiopharmaceuticals in Molecular Imaging.Shankar Vallabhajosula
2014,Neurofitter.,Werner Van Geit,2014Neurofitter.Werner Van Geit
2014,"Hippocampus, Model Excitatory Cells.",Katie A. Ferguson,"2014Hippocampus, Model Excitatory Cells.Katie A. Ferguson"
2014,"Phase Response Curve, Measurement, and Shape of General.",Theoden I. Netoff,"2014Phase Response Curve, Measurement, and Shape of General.Theoden I. Netoff"
2014,Leech Local Bend: Neural Coding of Touch Location.,John E. Lewis,2014Leech Local Bend: Neural Coding of Touch Location.John E. Lewis
2014,Vestibular Adaptation and Compensation.,Thomas P. Wellings,2014Vestibular Adaptation and Compensation.Thomas P. Wellings
2014,"Cortical Maps, Intrinsic Processes.",Geoffrey J. Goodhill,"2014Cortical Maps, Intrinsic Processes.Geoffrey J. Goodhill"
2014,Brain-Scale Networks: Overview.,Tay Netoff,2014Brain-Scale Networks: Overview.Tay Netoff
2014,Brain-Machine Interface: Overview.,Karim G. Oweiss,2014Brain-Machine Interface: Overview.Karim G. Oweiss
2014,Basal Ganglia: Decision-Making.,Wei Wei,2014Basal Ganglia: Decision-Making.Wei Wei
2014,Biochemical Signaling Pathways and Diffusion: Overview.,Kim T. Blackwell,2014Biochemical Signaling Pathways and Diffusion: Overview.Kim T. Blackwell
2014,Dendritic Computation.,Panayiota Poirazi,2014Dendritic Computation.Panayiota Poirazi
2014,Basal Ganglia: Mechanisms for Action Selection.,Mark D. Humphries,2014Basal Ganglia: Mechanisms for Action Selection.Mark D. Humphries
2014,Low-Frequency Oscillations (Anesthesia and Sleep): Overview.,Diego Contreras,2014Low-Frequency Oscillations (Anesthesia and Sleep): Overview.Diego Contreras
2014,"Biophysical Models: Neurovascular Coupling, Cortical Microcircuits, and Metabolism.",Jorge J. Riera,"2014Biophysical Models: Neurovascular Coupling, Cortical Microcircuits, and Metabolism.Jorge J. Riera"
2014,Low-Voltage-Activated Calcium Channels.,Jordan D. T. Engbers,2014Low-Voltage-Activated Calcium Channels.Jordan D. T. Engbers
2014,"Peripheral Nerve Interface, Intraneural Electrode.",Mitch Frankel,"2014Peripheral Nerve Interface, Intraneural Electrode.Mitch Frankel"
2014,Simulation Experiment Description Markup Language (SED-ML).,Dagmar Waltemath,2014Simulation Experiment Description Markup Language (SED-ML).Dagmar Waltemath
2014,Computational Models of Neuromodulation.,Angela J. Yu,2014Computational Models of Neuromodulation.Angela J. Yu
2014,"Cochlear Inner Hair Cell, Model.",Enrique A. Lopez-Poveda,"2014Cochlear Inner Hair Cell, Model.Enrique A. Lopez-Poveda"
2014,"Adaptation in Sensory Cortices, Models of.",Klaus Wimmer 0004,"2014Adaptation in Sensory Cortices, Models of.Klaus Wimmer 0004"
2014,Connectionist Models of CPG Networks.,Sharmila Venugopal,2014Connectionist Models of CPG Networks.Sharmila Venugopal
2014,Basal Ganglia: Control of Saccades.,Benoît Girard 0001,2014Basal Ganglia: Control of Saccades.Benoît Girard 0001
2014,NineML.,Andrew Davison,2014NineML.Andrew Davison
2014,Peripheral Vestibular Signal Processing.,Americo A. Migliaccio,2014Peripheral Vestibular Signal Processing.Americo A. Migliaccio
2014,Parametric Spectral Analysis.,Mingzhou Ding,2014Parametric Spectral Analysis.Mingzhou Ding
2014,Finite Element Modeling for Extracellular Stimulation.,Frank Rattay,2014Finite Element Modeling for Extracellular Stimulation.Frank Rattay
2014,Associations and Rewards in Auditory Cortex.,Michael Brosch,2014Associations and Rewards in Auditory Cortex.Michael Brosch
2014,Coupled Oscillations in Neural Control of Breathing.,Yaroslav I. Molkov,2014Coupled Oscillations in Neural Control of Breathing.Yaroslav I. Molkov
2014,"Tinnitus, Models.",Roland Schaette,"2014Tinnitus, Models.Roland Schaette"
2014,Auditory Prosthesis.,Johan H. M. Frijns,2014Auditory Prosthesis.Johan H. M. Frijns
2014,"Metabotropic Receptors Dynamics, Conductance Models.",William Gibson,"2014Metabotropic Receptors Dynamics, Conductance Models.William Gibson"
2014,Basal Ganglia System as an Engine for Exploration.,V. Srinivasa Chakravarthy,2014Basal Ganglia System as an Engine for Exploration.V. Srinivasa Chakravarthy
2014,Modeling the Axon.,Bruce Graham,2014Modeling the Axon.Bruce Graham
2014,"Visual Prosthesis, Optogenetic Approaches.",Patrick Degenaar,"2014Visual Prosthesis, Optogenetic Approaches.Patrick Degenaar"
2014,Cell Centered Database.,Maryann E. Martone,2014Cell Centered Database.Maryann E. Martone
2014,"Tripartite Synapse (Neuron-Astrocyte Interactions), Conductance Models.",Theodore W. Berger,"2014Tripartite Synapse (Neuron-Astrocyte Interactions), Conductance Models.Theodore W. Berger"
2014,Peripheral Nerve Interfaces: Overview.,Douglas J. Weber,2014Peripheral Nerve Interfaces: Overview.Douglas J. Weber
2014,"Extracellular Potentials, Forward Modeling of.",Gaute T. Einevoll,"2014Extracellular Potentials, Forward Modeling of.Gaute T. Einevoll"
2014,Spike Train Distance.,Jonathan D. Victor,2014Spike Train Distance.Jonathan D. Victor
2014,Information Theory: Overview.,Alexander Dimitrov 0001,2014Information Theory: Overview.Alexander Dimitrov 0001
2014,"Local Field Potential, Relationship to Membrane Synaptic Potentials.",Aryeh H. Taub,"2014Local Field Potential, Relationship to Membrane Synaptic Potentials.Aryeh H. Taub"
2014,"Retinotopic Development, Models of.",Stephen J. Eglen,"2014Retinotopic Development, Models of.Stephen J. Eglen"
2014,Rhythm Generation in Young Xenopus Tadpoles.,Alan Roberts,2014Rhythm Generation in Young Xenopus Tadpoles.Alan Roberts
2014,Reduced Morphology Models.,Addolorata Marasco,2014Reduced Morphology Models.Addolorata Marasco
2014,Basal Ganglia: Overview.,Jonathan Rubin,2014Basal Ganglia: Overview.Jonathan Rubin
2014,"Local Field Potential, Relationship to Electroencephalography (EEG) and Magnetoencephalography (MEG).",Stephanie R. Jones,"2014Local Field Potential, Relationship to Electroencephalography (EEG) and Magnetoencephalography (MEG).Stephanie R. Jones"
2014,"Embodied Cognition, Dynamic Field Theory of.",Gregor Schöner,"2014Embodied Cognition, Dynamic Field Theory of.Gregor Schöner"
2014,Neuronal Model Output Fitness Function.,William E. White,2014Neuronal Model Output Fitness Function.William E. White
2014,Dynamic Causal Modeling with Neural Population Models.,Rosalyn J. Moran,2014Dynamic Causal Modeling with Neural Population Models.Rosalyn J. Moran
2014,Inverse Problems in Neural Population Models.,Roland Potthast,2014Inverse Problems in Neural Population Models.Roland Potthast
2014,Parkinson's Disease: Deep Brain Stimulation.,Anne Beuter,2014Parkinson's Disease: Deep Brain Stimulation.Anne Beuter
2014,Cardiac Excitable Tissue Pathology (Ion Channels).,Jonathan D. Moreno,2014Cardiac Excitable Tissue Pathology (Ion Channels).Jonathan D. Moreno
2014,"Imaging, Specimen Preparation.",Louise C. Abbott,"2014Imaging, Specimen Preparation.Louise C. Abbott"
2014,Comparative Analysis of Half-Center Central Pattern Generators (CPGs).,Jonathan Rubin,2014Comparative Analysis of Half-Center Central Pattern Generators (CPGs).Jonathan Rubin
2014,"Local Field Potential, Relationship to BOLD Signal.",Nikos K. Logothetis,"2014Local Field Potential, Relationship to BOLD Signal.Nikos K. Logothetis"
2014,Physiology and Computational Principles of Muscle Force Generation.,George A. Tsianos,2014Physiology and Computational Principles of Muscle Force Generation.George A. Tsianos
2014,"Vestibular Otoliths, Response to Vibration and Sound.",Ian S. Curthoys,"2014Vestibular Otoliths, Response to Vibration and Sound.Ian S. Curthoys"
2014,Perceptual Decision Making.,Christopher K. Hauser,2014Perceptual Decision Making.Christopher K. Hauser
2014,Gap Junctions in Small Networks.,Thomas Nowotny,2014Gap Junctions in Small Networks.Thomas Nowotny
2014,"Center-Surround Processing, Computational Role of.",Udo Ernst,"2014Center-Surround Processing, Computational Role of.Udo Ernst"
2014,Bifurcation Analysis.,William H. Barnett,2014Bifurcation Analysis.William H. Barnett
2014,Somatosensory Cortex: Organization.,Gregg Tabot,2014Somatosensory Cortex: Organization.Gregg Tabot
2014,Time-Delayed Neural Networks: Stability and Oscillations.,Jianhong Wu,2014Time-Delayed Neural Networks: Stability and Oscillations.Jianhong Wu
2014,"Center-Surround Processing, Network Models of.",Lars Schwabe,"2014Center-Surround Processing, Network Models of.Lars Schwabe"
2014,Computational Models of Mammalian Respiratory CPG.,Jeffrey C. Smith,2014Computational Models of Mammalian Respiratory CPG.Jeffrey C. Smith
2014,Neuronal Parameter Space Exploration.,Wafa Soofi,2014Neuronal Parameter Space Exploration.Wafa Soofi
2014,Auditory Event-related Potentials.,István Winkler,2014Auditory Event-related Potentials.István Winkler
2014,Finite Element Models of Transcutaneous Spinal Cord Stimulation.,Simon M. Danner,2014Finite Element Models of Transcutaneous Spinal Cord Stimulation.Simon M. Danner
2014,"MOOSE, the Multiscale Object-Oriented Simulation Environment.",Niraj Dudani,"2014MOOSE, the Multiscale Object-Oriented Simulation Environment.Niraj Dudani"
2014,Brain Atlases.,Yoonsuck Choe,2014Brain Atlases.Yoonsuck Choe
2014,Stochastic Simulators.,Wonryull Koh,2014Stochastic Simulators.Wonryull Koh
2014,Multi-objective Evolutionary Algorithms.,Tomasz G. Smolinski,2014Multi-objective Evolutionary Algorithms.Tomasz G. Smolinski
2014,Quasi-active Approximation of Nonlinear Dendritic Cables.,Michiel W. H. Remme,2014Quasi-active Approximation of Nonlinear Dendritic Cables.Michiel W. H. Remme
2014,Stochastic Resonance: Balance Control and Cochlear Implants.,Sonya Bahar,2014Stochastic Resonance: Balance Control and Cochlear Implants.Sonya Bahar
2014,Hyperpolarization-Activated Cyclic Nucleotide-Gated Channels.,Matthew F. Nolan,2014Hyperpolarization-Activated Cyclic Nucleotide-Gated Channels.Matthew F. Nolan
2014,"Gamma-Aminobutyric Acid Type-A (GABA-A) Receptors, Kinetic Models.",Mathew Jones,"2014Gamma-Aminobutyric Acid Type-A (GABA-A) Receptors, Kinetic Models.Mathew Jones"
2014,Bradykinesia Models.,Vassilis Cutsuridis,2014Bradykinesia Models.Vassilis Cutsuridis
2014,"Electrotonic Length, Formulas and Estimates.",William R. Holmes,"2014Electrotonic Length, Formulas and Estimates.William R. Holmes"
2014,Olfactory Cortical Associative Memory Models.,Licurgo de Almeida,2014Olfactory Cortical Associative Memory Models.Licurgo de Almeida
2014,Speed-Accuracy Trade-Off.,Rafal Bogacz,2014Speed-Accuracy Trade-Off.Rafal Bogacz
2014,ModelDB.,Robert A. McDougal,2014ModelDB.Robert A. McDougal
2014,"Reward-Based Learning, Model-Based and Model-Free.",Quentin J. M. Huys,"2014Reward-Based Learning, Model-Based and Model-Free.Quentin J. M. Huys"
2014,Coexistence of Bursting Regimes.,Robert J. Butera,2014Coexistence of Bursting Regimes.Robert J. Butera
2014,Balanced State.,Lars Schwabe,2014Balanced State.Lars Schwabe
2014,"Time Constant, τ, in Neuronal Signaling.",William R. Holmes,"2014Time Constant, τ, in Neuronal Signaling.William R. Holmes"
2014,"GENESIS, The GEneral NEural SImulation System.",James M. Bower,"2014GENESIS, The GEneral NEural SImulation System.James M. Bower"
2014,Visual Hallucinations and Migraine Auras.,Jack D. Cowan,2014Visual Hallucinations and Migraine Auras.Jack D. Cowan
2014,Software Tools for Modelling in Computational Neuroscience: Overview.,Padraig Gleeson,2014Software Tools for Modelling in Computational Neuroscience: Overview.Padraig Gleeson
2014,"Cortical Columns, Models of.",Sean L. Hill,"2014Cortical Columns, Models of.Sean L. Hill"
2014,Control of Aquatic and Terrestrial Gaits in Salamander.,Auke Jan Ijspeert,2014Control of Aquatic and Terrestrial Gaits in Salamander.Auke Jan Ijspeert
2014,Slow Oscillations and Epilepsy: Network Models.,Alain Destexhe,2014Slow Oscillations and Epilepsy: Network Models.Alain Destexhe
2014,Numerical Integration Methods.,Michael L. Hines,2014Numerical Integration Methods.Michael L. Hines
2014,Methodologies for the Restoration of Bladder and Bowel Functions.,Meredith McGee,2014Methodologies for the Restoration of Bladder and Bowel Functions.Meredith McGee
2014,Auditory Processing in Insects.,R. Matthias Hennig,2014Auditory Processing in Insects.R. Matthias Hennig
2014,The TREES Toolbox - Code for Neuronal Branching.,Hermann Cuntz,2014The TREES Toolbox - Code for Neuronal Branching.Hermann Cuntz
2014,Joint Peri Stimulus Time Histogram (JPSTH).,George L. Gerstein,2014Joint Peri Stimulus Time Histogram (JPSTH).George L. Gerstein
2014,"Coordinate Transformations, Role of Spinal Cord in.",Yifat Prut,"2014Coordinate Transformations, Role of Spinal Cord in.Yifat Prut"
2014,Delta Rhythms: Models and Physiology.,Roger D. Traub,2014Delta Rhythms: Models and Physiology.Roger D. Traub
2014,Neural Population Model.,David T. J. Liley,2014Neural Population Model.David T. J. Liley
2014,"Modeling of Disease: Molecular Level, Overview.",William W. Lytton,"2014Modeling of Disease: Molecular Level, Overview.William W. Lytton"
2014,Software for Neuroimaging Data Analysis.,Jean-Baptiste Poline,2014Software for Neuroimaging Data Analysis.Jean-Baptiste Poline
2014,Decision Making: Overview.,Emilio Salinas,2014Decision Making: Overview.Emilio Salinas
2014,Auditory Evoked Brainstem Responses.,Carles Escera,2014Auditory Evoked Brainstem Responses.Carles Escera
2014,Neuronal Model Reduction.,Richard Naud,2014Neuronal Model Reduction.Richard Naud
2014,LFP Analysis: Overview.,Alain Destexhe,2014LFP Analysis: Overview.Alain Destexhe
2014,"Human Balancing Tasks: Power Laws, Intermittency, and Lévy Flights.",Juan Luis Cabrera,"2014Human Balancing Tasks: Power Laws, Intermittency, and Lévy Flights.Juan Luis Cabrera"
2014,"Phase Response Curve, Topology of.",Robert J. Butera,"2014Phase Response Curve, Topology of.Robert J. Butera"
2014,Computational Analysis of Rodent Spinal CPG.,William Erik Sherwood,2014Computational Analysis of Rodent Spinal CPG.William Erik Sherwood
2014,Modeling of Bimolecular Reactions.,Stuart Edelstein,2014Modeling of Bimolecular Reactions.Stuart Edelstein
2014,Hopfield Network.,Joaquín J. Torres,2014Hopfield Network.Joaquín J. Torres
2014,Hodgkin-Huxley Model.,David Beeman,2014Hodgkin-Huxley Model.David Beeman
2014,"Neuromorphic Sensors, Vision.",Bernabé Linares-Barranco,"2014Neuromorphic Sensors, Vision.Bernabé Linares-Barranco"
2014,Bursting in Neurons and Small Networks.,David M. Fox,2014Bursting in Neurons and Small Networks.David M. Fox
2014,"Peripheral Nerve Interface Applications, Sensory Restoration.",Lee E. Fisher,"2014Peripheral Nerve Interface Applications, Sensory Restoration.Lee E. Fisher"
2014,"Protein Kinase C, Models of.",Kim T. Blackwell,"2014Protein Kinase C, Models of.Kim T. Blackwell"
2014,"Retinal Waves, Models of.",Matthias H. Hennig,"2014Retinal Waves, Models of.Matthias H. Hennig"
2014,Neuromodulation in Small Networks.,Alex H. Williams,2014Neuromodulation in Small Networks.Alex H. Williams
2014,Modeling Ion Concentrations.,Namrata Mohapatra,2014Modeling Ion Concentrations.Namrata Mohapatra
2014,Hippocampal Memory Prosthesis.,Dong Song,2014Hippocampal Memory Prosthesis.Dong Song
2014,Model Reproducibility: Overview.,Sharon M. Crook,2014Model Reproducibility: Overview.Sharon M. Crook
2014,"Sound Localization in Mammals, Models.",Jonas Braasch,"2014Sound Localization in Mammals, Models.Jonas Braasch"
2014,"Peripheral Nerves, Anatomy and Physiology of.",Mario I. Romero-Ortega,"2014Peripheral Nerves, Anatomy and Physiology of.Mario I. Romero-Ortega"
2014,BioModels Database: a public repository for sharing models of biological processes.,Vijayalakshmi Chelliah,2014BioModels Database: a public repository for sharing models of biological processes.Vijayalakshmi Chelliah
2014,Cercal System.,Hiroto Ogawa,2014Cercal System.Hiroto Ogawa
2014,"Reconstruction, Techniques, and Validation.",David Mayerich,"2014Reconstruction, Techniques, and Validation.David Mayerich"
2014,Action Potential Backpropagation.,Sonia Gasparini,2014Action Potential Backpropagation.Sonia Gasparini
2014,"Gamma and Theta Oscillations, Hippocampus: Overview.",Frances K. Skinner,"2014Gamma and Theta Oscillations, Hippocampus: Overview.Frances K. Skinner"
2014,"N -Methyl- d -Aspartate (NMDA) Receptors, Conductance Models.",Patrick Roberts,"2014N -Methyl- d -Aspartate (NMDA) Receptors, Conductance Models.Patrick Roberts"
2014,Local Field Potential and Movement Disorders.,Annaelle Devergnas,2014Local Field Potential and Movement Disorders.Annaelle Devergnas
2014,Neuronal Model Hand-Tuning.,Victoria Booth,2014Neuronal Model Hand-Tuning.Victoria Booth
2014,Local Field Potential in the Visual System.,Gregor Rainer,2014Local Field Potential in the Visual System.Gregor Rainer
2014,Systems Biology Markup Language (SBML).,Michael Hucka,2014Systems Biology Markup Language (SBML).Michael Hucka
2014,Mesoscopic Anatomy and Neural Population Models.,David T. J. Liley,2014Mesoscopic Anatomy and Neural Population Models.David T. J. Liley
2014,Mixed-Mode Oscillations in Single Neurons.,Horacio G. Rotstein,2014Mixed-Mode Oscillations in Single Neurons.Horacio G. Rotstein
2014,CellML.,Randall D. Britten,2014CellML.Randall D. Britten
2014,Slow Oscillations: Models.,Albert Compte,2014Slow Oscillations: Models.Albert Compte
2014,Basal Ganglia: Beta Oscillations.,Rafal Bogacz,2014Basal Ganglia: Beta Oscillations.Rafal Bogacz
2014,Target Selection vs. Response Selection.,Robert McPeek,2014Target Selection vs. Response Selection.Robert McPeek
2014,Spatial Temporal Spike Pattern Analysis.,Moshe Abeles,2014Spatial Temporal Spike Pattern Analysis.Moshe Abeles
2014,Compartmental Models of Spinal Motoneurons.,Randy Powers,2014Compartmental Models of Spinal Motoneurons.Randy Powers
2014,"Peripheral Nerve Interface, Epineural Electrode.",Lee E. Fisher,"2014Peripheral Nerve Interface, Epineural Electrode.Lee E. Fisher"
2014,"Pitch Perception, Models.",Jan W. H. Schnupp,"2014Pitch Perception, Models.Jan W. H. Schnupp"
2014,Control of Locomotion and Scratching in Turtles.,Ari Berkowitz,2014Control of Locomotion and Scratching in Turtles.Ari Berkowitz
2014,"Space (Length) Constant, Lambda, in Neuronal Signaling.",William R. Holmes,"2014Space (Length) Constant, Lambda, in Neuronal Signaling.William R. Holmes"
2014,"Stereo Vision, Models of.",Jenny C. A. Read,"2014Stereo Vision, Models of.Jenny C. A. Read"
2014,Locomotor Pattern Generation in the Rodent Spinal Cord.,Ronald M. Harris-Warrick,2014Locomotor Pattern Generation in the Rodent Spinal Cord.Ronald M. Harris-Warrick
2014,Computational Models of Neural Retina.,Socrates Dokos,2014Computational Models of Neural Retina.Socrates Dokos
2014,Music Processing in the Brain.,Stefan Kölsch,2014Music Processing in the Brain.Stefan Kölsch
2014,Optogenetics.,Jessica A. Cardin,2014Optogenetics.Jessica A. Cardin
2014,"Visual Aftereffects, Models of.",James A. Bednar,"2014Visual Aftereffects, Models of.James A. Bednar"
2014,Master Stability Function for Globally Synchronized Systems.,Louis M. Pecora,2014Master Stability Function for Globally Synchronized Systems.Louis M. Pecora
2014,Determining Network Structure from Data: Nonlinear Modeling Methods.,Bjoern Schelter,2014Determining Network Structure from Data: Nonlinear Modeling Methods.Bjoern Schelter
2014,Metric Space Analysis of Neural Information Flow.,Conor J. Houghton,2014Metric Space Analysis of Neural Information Flow.Conor J. Houghton
2014,Recurrent Brain-Computer Interfaces.,Andrew Jackson,2014Recurrent Brain-Computer Interfaces.Andrew Jackson
2014,Computation with Population Codes.,Edward Paxon Frady,2014Computation with Population Codes.Edward Paxon Frady
2014,Spinal and Neuromechanical Integration: Overview.,Matthew C. Tresch,2014Spinal and Neuromechanical Integration: Overview.Matthew C. Tresch
2014,Wilson-Cowan Model.,Zachary P. Kilpatrick,2014Wilson-Cowan Model.Zachary P. Kilpatrick
2014,Polypeptide and Protein Modeling for Drug Design.,Megan L. O'Mara,2014Polypeptide and Protein Modeling for Drug Design.Megan L. O'Mara
2014,Phase Response Curves: Overview.,Carmen C. Canavier,2014Phase Response Curves: Overview.Carmen C. Canavier
2014,Pulse-Resonance Sounds.,Roy D. Patterson,2014Pulse-Resonance Sounds.Roy D. Patterson
2014,"Hippocampal Theta, Gamma, and Theta/Gamma Network Models.",Katie A. Ferguson,"2014Hippocampal Theta, Gamma, and Theta/Gamma Network Models.Katie A. Ferguson"
2014,Models of Fly Lobula Plate Tangential Cells (LPTCs).,Hermann Cuntz,2014Models of Fly Lobula Plate Tangential Cells (LPTCs).Hermann Cuntz
2014,Neuropathologies and Networks.,Marcus Kaiser,2014Neuropathologies and Networks.Marcus Kaiser
2014,"Vestibular, Canal Testing: The Head Impulse Test.",Swee T. Aw,"2014Vestibular, Canal Testing: The Head Impulse Test.Swee T. Aw"
2014,Multistability in Seizure Dynamics.,Maxim Bazhenov,2014Multistability in Seizure Dynamics.Maxim Bazhenov
2014,Neuromorphic Cognition.,Giacomo Indiveri,2014Neuromorphic Cognition.Giacomo Indiveri
2014,Evolutionary Algorithms.,Shaul Druckmann,2014Evolutionary Algorithms.Shaul Druckmann
2014,Databases and Data Repositories in Computational Neuroscience: Overview.,Richard C. Gerkin,2014Databases and Data Repositories in Computational Neuroscience: Overview.Richard C. Gerkin
2014,Topographica.,James A. Bednar,2014Topographica.James A. Bednar
2014,Peripheral Nerve Interface Applications: Vagal Nerve Stimulation.,Matthew Ward,2014Peripheral Nerve Interface Applications: Vagal Nerve Stimulation.Matthew Ward
2014,"Cognition, Bayesian Models of.",Adam N. Sanborn,"2014Cognition, Bayesian Models of.Adam N. Sanborn"
2014,Long Term Depression in the Granule Cell-Purkinje Cell Synapse.,Keiko Tanaka-Yamamoto,2014Long Term Depression in the Granule Cell-Purkinje Cell Synapse.Keiko Tanaka-Yamamoto
2014,"Spike-Timing-Dependent Plasticity, Learning Rules.",Walter Senn,"2014Spike-Timing-Dependent Plasticity, Learning Rules.Walter Senn"
2014,Unitary Event Analysis.,Sonja Grün,2014Unitary Event Analysis.Sonja Grün
2014,Motoneurons and Neuromuscular Systems: Overview.,Sharmila Venugopal,2014Motoneurons and Neuromuscular Systems: Overview.Sharmila Venugopal
2014,Postinhibitory Rebound and Facilitation.,Ramana Dodla,2014Postinhibitory Rebound and Facilitation.Ramana Dodla
2014,Large-Scale Neural Networks: Vision.,Hugh R. Wilson,2014Large-Scale Neural Networks: Vision.Hugh R. Wilson
2014,Perceptron Learning.,Joaquín J. Torres,2014Perceptron Learning.Joaquín J. Torres
2014,"AMPA Glutamate Receptor (AMPA Receptor), Conductance Models.",Patrick Roberts,"2014AMPA Glutamate Receptor (AMPA Receptor), Conductance Models.Patrick Roberts"
2014,Cortical Maps: Activity-Dependent Development.,Nicholas V. Swindale,2014Cortical Maps: Activity-Dependent Development.Nicholas V. Swindale
2014,Basal Ganglia: Songbird Models.,Arthur Leblois,2014Basal Ganglia: Songbird Models.Arthur Leblois
2014,Goldman-Hodgkin-Katz Equations.,David C. Sterratt,2014Goldman-Hodgkin-Katz Equations.David C. Sterratt
2014,Subthreshold Amplitude and Phase Resonance in Single Cells.,Horacio G. Rotstein,2014Subthreshold Amplitude and Phase Resonance in Single Cells.Horacio G. Rotstein
2014,SenseLab: Integration of Multidisciplinary Neuroscience Data.,Gordon M. Shepherd,2014SenseLab: Integration of Multidisciplinary Neuroscience Data.Gordon M. Shepherd
2014,Synaptic Dynamics: Overview.,Patrick D. Roberts,2014Synaptic Dynamics: Overview.Patrick D. Roberts
2014,"Peripheral Nerve Signal Processing, Source Localization.",Brian Wodlinger,"2014Peripheral Nerve Signal Processing, Source Localization.Brian Wodlinger"
2014,Morphoelectrotonic Transform.,William R. Holmes,2014Morphoelectrotonic Transform.William R. Holmes
2014,Olfaction: Overview.,Christiane Linster,2014Olfaction: Overview.Christiane Linster
2014,Generalized Linear Models for Point Process Analyses of Neural Spiking Activity.,Zhe Chen 0001,2014Generalized Linear Models for Point Process Analyses of Neural Spiking Activity.Zhe Chen 0001
2014,Proprioceptor Models.,Arthur Prochazka,2014Proprioceptor Models.Arthur Prochazka
2014,Kinetic Models of Postsynaptic Currents.,Alain Destexhe,2014Kinetic Models of Postsynaptic Currents.Alain Destexhe
2014,Hierarchical Models of the Visual System.,Thomas Serre,2014Hierarchical Models of the Visual System.Thomas Serre
2014,Gating Current.,David C. Sterratt,2014Gating Current.David C. Sterratt
2014,Open Source Brain.,Padraig Gleeson,2014Open Source Brain.Padraig Gleeson
2014,Anti-Hebbian Learning.,Yoonsuck Choe,2014Anti-Hebbian Learning.Yoonsuck Choe
2014,"Neuromorphic Technologies, Memristors.",Sylvain Saïghi,"2014Neuromorphic Technologies, Memristors.Sylvain Saïghi"
2014,Brian Spiking Neural Network Simulator.,Dan F. M. Goodman,2014Brian Spiking Neural Network Simulator.Dan F. M. Goodman
2014,Neuronal Parameter Space Visualization.,Michael Schmuker,2014Neuronal Parameter Space Visualization.Michael Schmuker
2014,"Anesthesia, Neural Population Models of.",D. Alistair Steyn-Ross,"2014Anesthesia, Neural Population Models of.D. Alistair Steyn-Ross"
2014,Information Measures of Redundancy and Synergy in Neural Activity.,Michael C. Gastpar,2014Information Measures of Redundancy and Synergy in Neural Activity.Michael C. Gastpar
2014,PyNN: A Python API for Neural Network Modeling.,Andrew P. Davison,2014PyNN: A Python API for Neural Network Modeling.Andrew P. Davison
2014,"Color Vision, Computational Methods for.",C. Alejandro Párraga,"2014Color Vision, Computational Methods for.C. Alejandro Párraga"
2014,PSICS: The Parallel Stochastic Ion Channel Simulator.,Robert Cannon,2014PSICS: The Parallel Stochastic Ion Channel Simulator.Robert Cannon
2014,Multistability in Perception Dynamics.,Gemma Huguet,2014Multistability in Perception Dynamics.Gemma Huguet
2014,Nernst Equation.,David C. Sterratt,2014Nernst Equation.David C. Sterratt
2014,Perceptual-Motor Dissociation.,Andrei Gorea,2014Perceptual-Motor Dissociation.Andrei Gorea
2014,Neural Coding of Speech Sounds.,Michael P. Kilgard,2014Neural Coding of Speech Sounds.Michael P. Kilgard
2014,"Collision Avoidance Models, Visually Guided.",Damián E. Oliva,"2014Collision Avoidance Models, Visually Guided.Damián E. Oliva"
2014,"Attentional Top-Down Modulation, Models of.",Philipp Schwedhelm,"2014Attentional Top-Down Modulation, Models of.Philipp Schwedhelm"
2014,Spindle Oscillations: Models.,Alain Destexhe,2014Spindle Oscillations: Models.Alain Destexhe
2014,Flicker-Induced Phosphenes.,G. Bard Ermentrout,2014Flicker-Induced Phosphenes.G. Bard Ermentrout
2014,Bayesian Approaches in Computational Neuroscience: Overview.,Ulrik R. Beierholm,2014Bayesian Approaches in Computational Neuroscience: Overview.Ulrik R. Beierholm
2014,"Prosthetic Vision, Assessment.",Lauren N. Ayton,"2014Prosthetic Vision, Assessment.Lauren N. Ayton"
2014,Slow Feature Analysis.,Laurenz Wiskott,2014Slow Feature Analysis.Laurenz Wiskott
2014,"Hippocampal Oscillations, Mechanisms (PING, ING, Sparse).",Marije ter Wal,"2014Hippocampal Oscillations, Mechanisms (PING, ING, Sparse).Marije ter Wal"
2014,Neuromodulation: Overview.,Christiane Linster,2014Neuromodulation: Overview.Christiane Linster
2014,Coordination Dynamics.,Gregor Schöner,2014Coordination Dynamics.Gregor Schöner
2014,"Oculomotor Control, Models of.",Adonis K. Moschovakis,"2014Oculomotor Control, Models of.Adonis K. Moschovakis"
2014,Brainstem Processing: Overview.,Robert J. Butera,2014Brainstem Processing: Overview.Robert J. Butera
2014,Categorical Decisions.,Paul Masset,2014Categorical Decisions.Paul Masset
2014,Corticothalamic Feedback: Large-Scale Synchrony.,Alain Destexhe,2014Corticothalamic Feedback: Large-Scale Synchrony.Alain Destexhe
2014,Local Field Potential in Olfaction.,Leslie M. Kay,2014Local Field Potential in Olfaction.Leslie M. Kay
2014,"Peripheral Nerve Interface, Regenerative.",Mario I. Romero-Ortega,"2014Peripheral Nerve Interface, Regenerative.Mario I. Romero-Ortega"
